frequency,penh,rt,mv,te,ti,eip
96.63944387,0.324609613,0.2759591,166.0955043,0.3634913,0.2573732,8
99.83296281,0.362106451,0.2648321,167.5337158,0.3464952,0.2545087,6
97.32994755,0.348555493,0.2757817,171.3177675,0.360955,0.2555048,8
96.26325304,0.256947009,0.3023137,172.1705018,0.3722458,0.251045,8
117.7037874,0.28429949,0.2187756,219.7027701,0.28,0.2297542,6
117.2860707,0.296403637,0.2186986,192.6861979,0.2875697,0.224,8
114.5631973,0.214724706,0.2485998,194.5673775,0.3152981,0.2084303,6
106.8276964,0.407586124,0.2359835,169.4647389,0.3209502,0.2407019,8
106.1254739,0.29096399,0.2508651,165.0306913,0.3283187,0.2370498,6
106.9333632,0.213142097,0.260676,169.6841188,0.3234158,0.2376813,6
105.9900825,0.258226947,0.2663568,168.9768558,0.3315065,0.2345842,6
104.4398239,0.21239441,0.2770688,182.2198595,0.338,0.2364935,6
106.0070671,0.27998841,0.2515357,171.2554353,0.328,0.238,8
125.6373741,0.128621547,0.2054734,220.5163562,0.2335649,0.244,6
116.6172372,0.195570346,0.2587267,183.7273461,0.3480686,0.1664351,8
96.02442861,0.243833276,0.3166534,171.7763113,0.3969096,0.2279314,6
97.59795174,0.400614164,0.2636357,155.2050232,0.3636766,0.2510904,8
98.23240608,0.428810967,0.2460924,153.508636,0.350473,0.2603234,8
98.95258687,0.375860523,0.2614151,159.1378342,0.356824,0.249527,8
92.1726806,0.478543246,0.2826963,160.8729083,0.4017761,0.249176,6
95.6654312,0.355808244,0.2782118,159.107992,0.3749619,0.2522239,6
94.61098957,0.35530238,0.283363,159.4661419,0.4011377,0.2330381,6
109.521008,0.149616638,0.2517479,187.9557184,0.2989778,0.2488623,8
99.90470756,0.308636294,0.2716487,176.7584253,0.3535501,0.2470222,8
101.165528,0.486159579,0.2362147,164.074433,0.3406375,0.2524499,8
94.13795132,0.288825797,0.3003346,161.8773415,0.384,0.2533625,6
99.73565066,0.319755843,0.2477417,145.0406947,0.3235903,0.278,8
116.9339224,0.131531429,0.225311,206.9165212,0.2507006,0.2624097,6
107.6620574,0.413961766,0.2308916,180.7999395,0.332,0.2252994,8
97.63606807,0.445863432,0.2567369,160.8367687,0.358527,0.256,6
108.2581285,0.209812482,0.2640572,173.5168417,0.3367579,0.217473,8
98.95190146,0.248394092,0.2797941,162.5293361,0.3611131,0.2452421,6
101.8871366,0.172171436,0.2864013,167.2424416,0.34,0.2488869,6
101.8440218,0.207731764,0.2870792,185.8229298,0.3591362,0.23,6
109.783443,0.25300931,0.2530294,170.8871288,0.3256667,0.2208638,8
108.5361709,0.259425093,0.2620759,160.7329201,0.3544778,0.1983333,8
111.3415675,0.260485674,0.2440378,166.3738669,0.3233601,0.2155222,8
106.3710968,0.195694348,0.276093,179.3878788,0.3374231,0.2266399,8
115.5543915,0.103759231,0.2666926,193.926139,0.3006591,0.2185769,6
117.6709853,0.167309701,0.2748838,165.6561372,0.3525554,0.1573409,8
116.9802029,0.063544445,0.3383281,238.6857119,0.376,0.1369073,8
72.60727271,0.70783972,0.329276,101.5890399,0.6107426,0.2156209,8
108.461007,0.108573644,0.2989098,153.257371,0.3499368,0.2032574,6
98.4314134,0.114995256,0.350924,139.8108252,0.4154983,0.1940632,6
68.88907412,0.124842597,0.5507847,104.4117183,0.6644637,0.2065017,6
111.1386076,0.142429663,0.2501698,139.463109,0.2943301,0.2455363,8
94.61010937,0.252167685,0.297168,115.7303123,0.4094055,0.2247762,8
96.28956197,0.155748169,0.3257484,137.1719092,0.408526,0.2145945,8
83.81771826,0.157412154,0.3904434,131.4186045,0.5183651,0.197474,8
89.01410206,0.144679667,0.3458776,126.4475117,0.4124156,0.2616349,8
121.1045706,0.637743811,0.1770066,169.3175949,0.296,0.1994396,8
51.99090055,2.311836672,0.3680257,355.9012234,0.816,0.3380481,6
91.88087033,1.104108888,0.2175904,112.5122903,0.4703521,0.1826674,6
108.4194575,0.662075238,0.2063894,159.960421,0.3377583,0.2156479,6
132.7174066,0.224195108,0.227152,186.5638873,0.3138467,0.1382417,8
126.4411925,0.204983896,0.2343199,201.6365348,0.3083756,0.1661533,6
112.9089137,0.349254858,0.2421797,196.9400412,0.3337774,0.1976244,6
105.7951777,0.49697642,0.229175,172.4828146,0.382911,0.1842226,8
114.2053572,0.638717111,0.1919415,186.2209558,0.3302804,0.195089,6
114.1643304,0.48663428,0.2089244,199.4578095,0.3078386,0.2177196,6
110.2459458,0.407839631,0.2268881,193.2707077,0.3280763,0.2161614,8
108.5750395,0.415683537,0.2308195,188.2504032,0.3386895,0.2139237,8
116.4346544,0.361373484,0.2098704,189.1156988,0.288,0.2273105,6
121.6814182,0.207029325,0.218493,212.2290642,0.2730909,0.22,6
115.6271879,0.154344066,0.2612349,209.0727449,0.32,0.1989091,8
103.4482759,0.362583251,0.2504896,189.6039435,0.348,0.232,6
110.9836443,0.233313577,0.2391746,185.2655442,0.3026202,0.238,8
143.142132,0.099855852,0.2064886,209.6100985,0.239784,0.1793798,8
105.683556,0.212250864,0.3166664,199.9604249,0.4084183,0.1593143,8
104.4489872,0.302049198,0.2675017,178.1115456,0.3788614,0.1955817,8
95.5744262,0.881486519,0.2226176,145.2341686,0.4335087,0.1942743,6
97.92797463,0.604298852,0.2420153,158.4470369,0.3942039,0.2184913,6
92.12957041,0.531149065,0.2711783,143.3133493,0.4414606,0.2097961,8
91.06022329,0.237848591,0.339021,156.4262889,0.4503652,0.2085394,6
112.8594291,0.258927827,0.2413915,179.4055428,0.328,0.2036348,6
122.5051319,0.261460561,0.2009013,213.4107718,0.2557754,0.234,6
116.7558227,0.197724393,0.2514537,216.3633519,0.3116684,0.2022246,8
109.0245627,0.204904484,0.2689015,202.1279721,0.3320031,0.2183316,6
92.01028675,0.439217952,0.2892336,155.236115,0.4261041,0.2259969,6
117.3416255,0.417496736,0.2083328,183.7476872,0.2974316,0.2138959,8
104.7909734,0.343018504,0.2602843,170.8700512,0.376,0.1965684,6
109.0909091,0.44881603,0.2259815,179.595069,0.322,0.228,8
113.5019455,0.290598997,0.2225353,175.4866769,0.3026253,0.226,8
118.3977002,0.263497687,0.2228744,187.9108751,0.2853919,0.2213747,6
108.8500339,0.329846322,0.2528134,165.3569121,0.358609,0.1926081,8
104.8591558,0.226546776,0.2790086,164.4908806,0.3568051,0.215391,6
119.710325,0.186827504,0.2604324,160.4275056,0.328015,0.1731949,8
98.56599618,0.486111624,0.2972024,170.5781132,0.4686781,0.1400511,6
97.8279106,1.293848604,0.1956657,144.0578949,0.37,0.2433219,8
96.8309021,0.406490098,0.2515318,143.4691303,0.4116369,0.208,8
101.2090432,0.367534841,0.234481,156.6630621,0.3364693,0.2563631,8
122.1463309,0.187262365,0.2316587,209.0514967,0.2936834,0.1975307,6
157.1189003,0.316776401,0.1843627,277.0441952,0.254,0.1278764,6
100.9310044,0.668647369,0.2502289,165.2675334,0.4360016,0.1584639,6
86.18778912,0.896195525,0.26938,150.0821203,0.4741559,0.2219984,6
90.78657031,0.78148561,0.2646167,159.0684518,0.4290466,0.2318441,8
90.01143145,0.765569424,0.2513825,146.7280535,0.4396286,0.2269534,8
98.71133991,0.345911956,0.2869852,188.7925332,0.3854615,0.2223714,8
107.5556596,0.222225481,0.2728386,194.44025,0.3493122,0.2085385,8
99.22475697,0.409720249,0.2745759,179.9052188,0.38,0.2246878,8
99.4590093,0.416592701,0.270131,179.3925463,0.3752636,0.228,8
97.91669183,0.365704881,0.2739679,171.9912191,0.3760294,0.2367364,8
95.27230253,0.279041919,0.298337,161.5893881,0.3858032,0.2439706,6
103.4131867,0.203961527,0.2816928,190.7308882,0.348,0.2321968,6
98.94516212,0.278356106,0.2767476,182.9190892,0.3663965,0.24,6
101.1076512,0.266766344,0.2747352,179.8975279,0.3598234,0.2336035,6
97.20832278,0.318960176,0.2788435,166.3704936,0.3870545,0.2301766,8
97.84043334,0.300615713,0.2830941,177.1468888,0.3842979,0.2289455,8
98.50521618,0.414911547,0.2672667,162.9507436,0.3894027,0.2197021,8
95.99463966,0.321676568,0.2891317,166.6569531,0.3924376,0.2325973,6
97.12163838,0.357665434,0.2741877,168.5661083,0.3782196,0.2395624,8
100.4937593,0.33607549,0.2720867,170.871655,0.3672716,0.2297804,8
100.6315806,0.295601548,0.2760683,173.220301,0.3675059,0.2287284,6
97.32453238,0.384472769,0.2695249,166.9055492,0.382,0.2344941,8
103.7841967,0.21540931,0.2867786,168.8964307,0.3801227,0.198,6
99.35793248,0.258605678,0.2954753,164.3119349,0.376,0.2278773,6
102.8319402,0.247858983,0.2768004,170.0543168,0.3474763,0.236,8
104.4032415,0.185946095,0.2728904,183.365586,0.3241711,0.2505237,6
100.70005,0.260677891,0.2907796,175.5017572,0.364,0.2318289,6
102.2389129,0.20115424,0.2979799,172.9163157,0.3728607,0.214,8
108.7685586,0.200323557,0.263489,179.8076373,0.3244907,0.2271393,8
84.48229251,0.302529669,0.3734991,150.4529968,0.4726987,0.2375093,8
91.51078821,0.309651764,0.3121516,161.1708589,0.4023591,0.2533013,8
90.19129122,0.505391081,0.2902851,152.4787038,0.4196118,0.2456409,8
94.93690414,0.314995006,0.2820256,157.055855,0.3716105,0.2603882,8
112.3648111,0.156919368,0.2682942,190.2745863,0.3155855,0.2183895,10
102.2279387,0.192751889,0.2929968,180.6102078,0.3445092,0.2424145,8
97.80097762,0.360295639,0.2933182,163.7566867,0.392,0.2214908,6
83.92843255,0.43398795,0.3432165,140.1431372,0.4768948,0.238,8
87.06943439,0.455056679,0.31251,145.1933402,0.44,0.2491052,8
98.19575127,0.411493467,0.2729981,166.049182,0.3870244,0.224,6
106.4841387,0.21271616,0.2503732,176.0138777,0.3084886,0.2549756,6
105.3534661,0.297644136,0.2640894,186.0390267,0.348,0.2215114,8
99.82761435,0.530726862,0.2350416,144.6583154,0.3510361,0.25,8
100.8464547,0.327254972,0.2597557,155.7397203,0.354,0.2409639,8
113.9437312,0.367623968,0.205039,169.7437831,0.2805757,0.246,6
111.0610308,0.269208612,0.2628876,159.5139092,0.3768192,0.1634243,8
95.05992578,0.38539949,0.287581,147.1460017,0.402,0.2291808,8
104.3306977,0.18087237,0.2750127,173.6630415,0.3270944,0.248,6
112.8820422,0.29119239,0.2423535,191.808064,0.3166227,0.2149056,6
107.5106781,0.30396916,0.2482685,164.89517,0.3207068,0.2373773,10
100.580787,0.349150396,0.2655777,159.4837821,0.3512422,0.2452932,6
97.9179702,0.344443067,0.2752892,153.5997687,0.362,0.2507578,6
98.92685793,0.206694686,0.3052865,161.8552966,0.3805087,0.226,6
101.5602876,0.338115337,0.2697504,160.388047,0.3632908,0.2274913,8
95.38501845,0.448892426,0.278435,147.0612206,0.3943204,0.2347092,6
90.24887933,0.38181129,0.320964,146.1481754,0.4391486,0.2256796,6
95.02110023,0.436622519,0.271226,149.2090143,0.3985873,0.2328514,6
99.71358933,0.324710943,0.2699746,153.3281381,0.3643107,0.2374127,10
101.1433412,0.192094788,0.291257,165.9828218,0.3635282,0.2296893,6
102.3055406,0.293045534,0.2645664,161.5244664,0.3460067,0.2404718,6
94.22819336,0.357105874,0.288481,161.1141559,0.3807588,0.2559933,8
93.7432915,0.361512857,0.2893126,162.3853919,0.3828046,0.2572412,6
101.1471094,0.289852427,0.2573617,159.5250285,0.338,0.2551954,6
96.91304493,0.341837661,0.2776779,153.5853787,0.3631117,0.256,8
95.03104823,0.389692446,0.2784325,156.1273525,0.3724843,0.2588883,6
94.21872343,0.378118948,0.2914456,155.8084721,0.3913004,0.2455157,8
95.31966163,0.337833544,0.2672725,153.032727,0.3547613,0.2746996,6
98.68888526,0.27264822,0.2809297,163.0322452,0.3547325,0.2532387,6
97.89486874,0.333702465,0.2800533,162.2430378,0.3636349,0.2492675,6
100.9480536,0.285316924,0.2760818,164.361786,0.348,0.2463651,8
95.08068388,0.476683768,0.2613135,141.0646076,0.377043,0.254,6
89.40986361,0.44520455,0.3049498,132.3030374,0.4181099,0.252957,8
97.89755217,0.207020679,0.3023177,160.9052476,0.3629955,0.2498901,8
94.44853547,0.353777695,0.2919668,149.3783895,0.3822621,0.2530045,6
97.97461967,0.361069479,0.2713329,145.9849523,0.3626656,0.2497379,6
85.03088038,0.406309905,0.336614,140.0754975,0.4562916,0.2493344,8
93.20990685,0.450066695,0.2801582,136.0374486,0.418,0.2257084,10
94.02393285,0.387146344,0.2791505,148.1888765,0.3801354,0.258,8
94.46132328,0.30866575,0.2915392,148.4256085,0.379316,0.2558646,8
98.08765047,0.366048044,0.2687949,160.6725927,0.3610138,0.250684,8
102.5140372,0.382970617,0.2496844,162.5248413,0.3342995,0.2509862,6
97.43296612,0.374624599,0.2709521,148.6410118,0.3701075,0.2457005,6
90.74804064,0.458650949,0.2871077,135.1724239,0.4192788,0.2418925,8
92.77568139,0.48321091,0.2869818,143.9571409,0.404,0.2427212,6
89.21244591,0.477797699,0.2768888,130.4434932,0.4125519,0.26,6
92.1025021,0.544293459,0.258613,138.9933401,0.388,0.2634481,6
90.89233091,0.466847261,0.287495,145.5880428,0.4021217,0.258,8
90.86381044,0.30364318,0.3095263,145.0230096,0.3924506,0.2678783,6
86.94495428,0.386235157,0.3065384,141.519347,0.4305424,0.2595494,6
85.73824343,0.309686302,0.3361415,140.1652178,0.4463468,0.2534576,6
90.02156016,0.384181127,0.3036686,151.7021724,0.4008538,0.2656532,8
91.58261164,0.288149469,0.2734935,160.0747438,0.348,0.3071462,6
107.4450848,0.212445685,0.2519218,166.1074384,0.3084248,0.25,6
111.033737,0.193883398,0.2467651,173.3648661,0.2908011,0.2495752,8
105.0731046,0.255513509,0.2770659,155.3117563,0.3578321,0.2131989,8
101.8363124,0.245550515,0.2774358,150.7590164,0.3410129,0.2481679,8
98.50950198,0.301873997,0.2771937,146.3797012,0.3760912,0.2329871,6
95.54823267,0.491742752,0.261042,142.938815,0.3840463,0.2439088,8
99.04258831,0.362208066,0.266128,140.738199,0.3538463,0.2519537,6
117.3704099,0.098831276,0.2732877,177.1838962,0.3250484,0.1861537,6
125.2186108,0.134519566,0.2628304,151.4410742,0.3442104,0.1349516,6
102.7140827,0.25996594,0.2874046,147.2086001,0.3763562,0.2077896,6
103.5118464,0.239788101,0.2759932,156.0305441,0.346,0.2336438,6
108.4689678,0.177060988,0.2692449,151.2741017,0.3371536,0.216,10
99.57284907,0.260532887,0.2995841,138.8559143,0.4097275,0.1928464,8
97.15928909,0.282564864,0.3025484,124.8264027,0.4192701,0.1982725,10
110.0298438,0.184187178,0.298296,218.5154337,0.3681637,0.1771429,6
150.6998123,0.728957213,0.1291515,170.08603,0.2233088,0.1748337,10
106.2237561,0.835269592,0.188134,147.9068284,0.3510865,0.2137589,6
109.9462912,0.677188865,0.1972583,167.1306301,0.3448075,0.2009135,6
108.4613403,0.535190178,0.2225553,168.1376473,0.344,0.2091925,6
112.2507892,0.533449683,0.2087149,175.6281614,0.3265174,0.208,6
110.6840551,0.530051284,0.209989,180.9428329,0.3126009,0.2294826,6
119.7707827,0.412415428,0.1990261,192.4189311,0.2895578,0.2113991,6
113.6894402,0.226303875,0.2554505,185.3802122,0.3313113,0.1964422,6
121.4493277,0.172633055,0.2403266,188.8125292,0.2933445,0.2006887,8
110.5673858,0.231188849,0.2586842,179.7304453,0.328,0.2146555,6
119.1755199,0.035943038,0.2816679,182.1176076,0.2954591,0.208,6
180.7228916,0.156966616,0.1853834,201.5157568,0.23,0.102,8
147.8040749,0.172320393,0.2350835,201.8124129,0.302,0.1039428,8
315.1914394,0.19783084,0.0730795,328.5263733,0.088,0.1023605,6
138.8888889,0.468574165,0.1604946,182.7815679,0.24,0.192,6
173.0115779,0.529063104,0.1425303,287.2454431,0.2347976,0.112,6
156.1568346,0.657483917,0.147718,224.5531179,0.2222291,0.162,6
243.6858954,0.148085501,0.1097282,304.0797706,0.1273304,0.1188882,18
208.740014,0.236589278,0.1201709,349.1157071,0.1584089,0.12903,8
165.138357,0.290207,0.1595676,319.2366591,0.24,0.1233317,6
260.8695652,0.097456176,0.1108715,472.2937403,0.126,0.104,8
161.3280525,0.170651308,0.1763104,254.2617438,0.2352202,0.1366928,10
134.7112498,0.597709089,0.161766,258.4208448,0.2746173,0.1707798,6
134.7120362,0.569782577,0.1568504,237.5240103,0.2827118,0.1626827,8
130.0164124,0.322002688,0.2351081,222.7429834,0.316192,0.1452882,6
138.339119,0.046319119,0.2736582,296.6925675,0.306,0.1277168,12
102.8196754,0.256916948,0.2624419,271.0771494,0.3793802,0.2041657,6
184.2840702,0.255283641,0.1489035,294.2397562,0.2141483,0.111436,8
166.8781848,0.596313229,0.1274462,291.3425823,0.2135437,0.146,6
138.3298378,0.326968572,0.1758611,275.0554339,0.2372896,0.1964563,6
186.6335537,0.094844559,0.1649267,253.7693823,0.1854856,0.136,8
212.7659574,0.487949685,0.0812709,573.9991704,0.108,0.174,8
233.8112045,1.283091146,0.0637415,356.0610816,0.1206173,0.136,8
249.1581569,0.690133462,0.0686408,365.9289917,0.1094282,0.1313827,8
264.9646515,1.097009799,0.0578565,321.2341128,0.092,0.1344453,6
142.1663498,0.436116741,0.1651418,226.8129995,0.2460408,0.176,6
133.7884519,0.389626567,0.1894604,306.0566957,0.27,0.1784692,6
141.509434,0.583668871,0.1388377,254.6809181,0.244,0.18,8
192.3076923,0.688234098,0.1042867,279.3286194,0.188,0.124,8
133.3333333,0.044157285,0.2974006,283.7021813,0.338,0.112,8
150.7952565,0.692799817,0.1398763,274.3363646,0.2590625,0.138828,6
161.3357742,0.057975751,0.221793,376.3607161,0.249953,0.1219422,6
125.9755494,0.195160083,0.2319126,283.2532543,0.3042359,0.172047,6
124.7717197,0.476358639,0.1944734,201.9091969,0.3291141,0.1517641,12
206.8965517,0.587598283,0.098961,354.6882404,0.162,0.128,6
126.515791,0.870705502,0.1701136,239.8629578,0.3229987,0.1512504,6
196.679912,0.72313051,0.1027812,318.2384921,0.1920629,0.1130013,6
245.9650459,0.057577998,0.1019874,415.6524147,0.11,0.1339371,8
186.3354037,2.621193473,0.0679226,162.5316718,0.2,0.122,4
198.6754967,0.247998554,0.1378899,287.2202989,0.196,0.106,8
148.1096396,0.432779172,0.1630941,272.1895869,0.2593281,0.1457772,6
99.55665761,0.553430268,0.2404983,189.6391603,0.422,0.1806719,8
110.780452,0.11061572,0.2960836,217.2603529,0.3476118,0.194,8
157.8947368,0.528947717,0.1523114,315.9397568,0.238,0.142,8
148.950162,0.189273762,0.1813483,254.3975801,0.226,0.1768193,8
86.01806465,0.175513845,0.4103792,167.2230419,0.5095977,0.1879302,8
130.418537,0.019234252,0.3121308,224.2966938,0.323655,0.1364023,6
109.4828178,0.018460961,0.3632062,223.1982892,0.3736862,0.174345,8
113.8289026,0.233319709,0.2813591,218.527362,0.3951069,0.132,6
113.2822921,0.286796888,0.2661935,193.0833147,0.385917,0.1437333,6
107.5749241,0.519182148,0.2310744,167.0238535,0.3896678,0.168083,6
105.7861684,0.357419417,0.2649876,189.1388304,0.3668497,0.2003322,6
104.7696195,0.466961413,0.2544083,189.7950014,0.3835348,0.1891503,6
134.0035895,0.158292335,0.2221747,207.0990112,0.287284,0.1604652,8
158.7130698,0.088016089,0.218013,213.6928338,0.2533247,0.124716,8
86.74199245,0.816128655,0.2590722,143.9026711,0.5140622,0.1776443,8
96.71119089,0.505754877,0.2593657,145.1062483,0.4344661,0.1859378,6
119.8765751,0.270341037,0.2232252,175.0807158,0.3249809,0.1755339,6
183.7486563,0.541578319,0.1225344,311.3111174,0.198533,0.128,6
121.7733364,0.08697228,0.3107933,288.7640013,0.3507187,0.142,6
84.66850868,1.085748345,0.2530341,141.3204214,0.488646,0.22,6
100.1762601,0.404562403,0.2821019,175.3911125,0.3935903,0.205354,6
98.55608761,0.162356554,0.3211661,184.7843894,0.3843807,0.2244097,6
104.7448546,0.139342711,0.3059254,204.7860587,0.3592012,0.2136193,8
111.6951942,0.212367012,0.2731795,228.2816244,0.3383774,0.1987988,6
115.3794011,0.112593726,0.2928197,223.5418101,0.3384009,0.1816226,6
114.5539451,0.153782323,0.281763,218.4938478,0.3341716,0.1895991,6
110.0998036,0.218121203,0.2816759,213.4436552,0.3491317,0.1958284,6
109.8840522,0.13264625,0.2955062,208.771575,0.3451618,0.2008683,8
106.5507773,0.259097871,0.2874134,205.2689346,0.3622736,0.2008382,6
99.49534304,0.271409857,0.3068279,194.3485298,0.3893169,0.2137264,6
113.0353495,0.201169978,0.2834943,186.961131,0.3641243,0.1666831,6
99.88682822,0.177586232,0.3253052,184.0499001,0.3908041,0.2098757,6
123.7656695,0.108311111,0.271733,209.5646029,0.3255912,0.1591959,6
129.7691234,0.080827122,0.2634763,201.2468002,0.3059508,0.1564088,8
161.8714061,0.261276582,0.1926725,255.7448753,0.236,0.1346646,6
39.60424795,3.738370511,0.3960068,245.1347609,1.136989,0.378,8
80.79347813,0.939913944,0.2895317,105.3214309,0.4956232,0.247011,6
104.4219021,0.233780975,0.3046427,144.4587672,0.3922153,0.1823768,6
101.7471857,0.247362945,0.2976169,161.442495,0.3759122,0.2137847,6
107.3468161,0.170349814,0.2941488,187.6413189,0.3488482,0.2100878,6
103.7277327,0.298243693,0.2716078,183.5324309,0.3552856,0.2231518,6
111.3157672,0.265566655,0.2481073,198.7780477,0.3162928,0.2227144,6
117.3315979,0.224912926,0.2332691,187.4470483,0.287664,0.2237072,6
118.2555882,0.230790536,0.2665583,180.8091198,0.3510396,0.156336,6
97.07721538,0.365382996,0.3009353,158.905963,0.3991043,0.2189604,6
94.62420941,0.359134883,0.3103033,148.3080797,0.4151915,0.2188957,6
96.33779886,0.310583409,0.3111982,158.0148018,0.41,0.2128085,6
115.3424045,0.136372552,0.2991807,164.6404855,0.3681903,0.152,6
103.7669657,0.180630768,0.3076829,169.5203891,0.364409,0.2138097,4
105.2342277,0.166255448,0.3096486,173.4333908,0.3645657,0.205591,6
102.2432336,0.175271208,0.3164817,167.4310638,0.3814016,0.2054343,8
112.1530126,0.172689164,0.2693957,185.6285653,0.328385,0.2065984,6
104.0168535,0.333058569,0.2601642,167.4017597,0.3452146,0.231615,6
101.3440073,0.331218154,0.2843717,160.4696678,0.3712575,0.2207854,6
100.6027108,0.453025154,0.2672207,154.8471596,0.4216629,0.1747425,6
103.3214933,0.175993467,0.3208745,149.1302205,0.4003746,0.1803371,6
125.3372355,0.147689865,0.2597214,171.2232155,0.3170831,0.1616254,8
113.0951349,0.276885748,0.2579041,165.5679996,0.3436099,0.1869169,6
97.69571627,0.281664091,0.3080634,154.5067743,0.4057617,0.2083901,6
100.8539641,0.293971315,0.2819784,157.128764,0.3606813,0.2342383,6
117.8990623,0.126585919,0.2880061,188.47968,0.3338771,0.1750328,8
89.26938808,0.536645697,0.3052961,147.8060659,0.5,0.1721229,6
96.92643058,0.34173406,0.3002758,140.8291438,0.3890262,0.23,6
89.49884673,0.599829459,0.2775717,134.5317028,0.4314259,0.2389738,6
96.46296047,0.292369369,0.3052065,134.7084275,0.4074263,0.2145741,6
104.4987586,0.165591951,0.3093901,171.9711537,0.3735958,0.2005737,6
99.86252259,0.223300674,0.3147033,163.8747633,0.3844218,0.2164042,8
99.46280141,0.349872355,0.2537628,146.220734,0.3516624,0.2515782,6
103.0330173,0.285909889,0.2702201,157.2015208,0.352,0.2303376,6
84.98826737,0.178411563,0.4003271,145.6430411,0.4739798,0.232,6
97.63128601,0.195739686,0.2917917,168.2912123,0.3385369,0.2760202,6
116.8523483,0.135028723,0.2734391,185.4386844,0.3180054,0.1954631,8
111.2689069,0.282108892,0.279157,168.8013769,0.3812396,0.1579946,6
88.82093758,0.706411551,0.2886705,128.2577426,0.466756,0.2087604,6
88.21548455,0.433128392,0.3221604,127.7483318,0.4469087,0.233244,6
90.73247876,0.314263413,0.3228515,140.8107207,0.4181934,0.2430913,6
93.23780395,0.096782503,0.3450456,139.8364947,0.4037092,0.2398066,6
104.7553334,0.32126543,0.268733,148.9255344,0.3884724,0.1842908,8
65.67946059,0.571775428,0.392306,98.34716244,0.69,0.2235276,8
