time,sensor_id,port,axes_x,axes_y,axes_z,temperature
1602601907714311,29,1,384,-3632,-1696,0
1602601907792081,29,2,368,-304,4128,0
1602601907807671,30,1,0,0,0,0
1602601907807671,31,1,0,0,0,0
1602601907807671,30,2,-1872,738,3728,0
1602601907807671,31,2,0,0,0,0
1602601907807671,73,1,0,0,0,0
1602601907807671,73,2,0,0,0,8588
1602601907807671,105,1,5460,2884,-14685,0
1602601907807671,29,1,416,-3696,-1744,0
1602601907807671,29,2,144,-160,3968,0
1602601907807671,30,1,0,0,0,0
1602601907807671,31,1,0,0,0,0
1602601907807671,30,2,-1680,818,3680,0
1602601907807671,31,2,0,0,0,0
1602601907807671,73,1,0,0,0,0
1602601907807671,73,2,0,0,0,8584
1602601907807671,105,1,5558,2827,-14574,0
1602601907807671,29,1,464,-3632,-1712,0
1602601907807671,29,2,208,-160,3856,0
1602601907807671,30,1,0,0,0,0
1602601907807671,31,1,0,0,0,0
1602601907807671,30,2,-1760,866,3456,0
1602601907807671,31,2,0,0,0,0
1602601907807671,73,1,0,0,0,0
1602601907807671,73,2,0,0,0,8584
1602601907807671,105,1,5396,2618,-14128,0
1602601907823327,29,1,464,-3568,-1872,0
1602601907823327,29,2,304,-144,3920,0
1602601907823327,30,1,0,0,0,0
1602601907823327,31,1,0,0,0,0
1602601907823327,30,2,-1936,706,3664,0
1602601907823327,31,2,0,0,0,0
1602601907823327,73,1,0,0,0,0
1602601907823327,73,2,0,0,0,8584
1602601907823327,30,2,-1728,658,3712,0
1602601907823327,31,2,0,0,0,0
1602601907823327,73,1,0,0,0,0
1602601907823327,73,2,0,0,0,8588
1602601907823327,105,1,5544,2809,-14625,0
1602601907823327,29,1,512,-3712,-1904,0
1602601907823327,29,2,192,-176,4064,0
1602601907823327,30,1,0,0,0,0
1602601907823327,31,1,0,0,0,0
1602601907823327,30,2,-1792,754,3696,0
1602601907823327,31,2,0,0,0,0
1602601907823327,73,1,0,0,0,0
1602601907823327,73,2,0,0,0,8588
1602601907823327,105,1,5410,2675,-14393,0
1602601907823327,29,1,496,-3648,-1744,0
1602601907823327,29,2,208,-256,3984,0
1602601907823327,30,1,0,0,0,0
1602601907838948,31,1,0,0,0,0
1602601907838948,30,2,-1712,642,3568,0
1602601907838948,31,2,0,0,0,0
1602601907838948,73,1,0,0,0,0
1602601907838948,73,2,0,0,0,8586
1602601907838948,105,1,5612,2936,-14507,0
1602601907838948,29,1,480,-3632,-1792,0
1602601907838948,29,2,240,-192,4000,0
1602601907838948,30,1,0,0,0,0
1602601907838948,31,1,0,0,0,0
1602601907838948,30,2,-1744,706,3840,0
1602601907838948,31,2,0,0,0,0
1602601907838948,73,1,0,0,0,0
1602601907838948,73,2,0,0,0,8586
1602601907838948,105,1,5630,2608,-14736,0
1602601907838948,29,1,528,-3648,-1712,0
1602601907838948,29,2,224,-176,4112,0
1602601907838948,30,1,0,0,0,0
1602601907838948,31,1,0,0,0,0
1602601907838948,30,2,-1904,706,3792,0
1602601907838948,31,2,0,0,0,0
1602601907838948,73,1,0,0,0,0
1602601907838948,29,2,240,-112,4016,0
1602601907838948,30,1,0,0,0,0
1602601907838948,31,1,0,0,0,0
1602601907838948,30,2,-1744,754,3664,0
1602601907854569,31,2,0,0,0,0
1602601907854569,73,1,0,0,0,0
1602601907854569,73,2,0,0,0,8587
1602601907854569,73,1,0,0,0,0
1602601907854569,73,2,0,0,0,8587
1602601907854569,105,1,5667,2840,-14763,0
1602601907854569,29,1,416,-3632,-1696,0
1602601907854569,29,2,368,-176,4016,0
1602601907854569,31,2,0,0,0,0
1602601907854569,73,1,0,0,0,0
1602601907854569,73,2,0,0,0,8587
1602601907854569,105,1,5592,2787,-14555,0
1602601907854569,29,1,416,-3552,-1808,0
1602601907854569,29,2,272,-144,3952,0
1602601907854569,30,1,0,0,0,0
1602601907854569,31,1,0,0,0,0
1602601907854569,30,2,-1808,706,3632,0
1602601907854569,31,2,0,0,0,0
1602601907854569,73,1,0,0,0,0
1602601907854569,73,2,0,0,0,8584
1602601907854569,105,1,5630,2627,-14482,0
1602601907854569,29,1,560,-3744,-1824,0
1602601907854569,29,2,112,-144,4032,0
1602601907854569,30,1,0,0,0,0
1602601907870195,31,1,0,0,0,0
1602601907870195,30,2,-1712,738,3648,0
1602601907870195,31,2,0,0,0,0
1602601907870195,73,1,0,0,0,0
1602601907870195,73,2,0,0,0,8584
1602601907870195,105,1,5779,2883,-14403,0
1602601907870195,29,1,464,-3632,-1760,0
1602601907870195,73,1,0,0,0,0
1602601907870195,73,2,0,0,0,8589
1602601907870195,29,2,224,-208,4048,0
1602601907870195,30,1,0,0,0,0
1602601907870195,31,1,0,0,0,0
1602601907870195,30,2,-1744,658,3584,0
1602601907870195,29,1,496,-3696,-1680,0
1602601907886011,29,2,272,-192,4000,0
1602601907886011,30,1,0,0,0,0
1602601907901616,31,1,0,0,0,0
1602601907917236,30,2,-1824,722,3632,0
1602601907917236,31,2,0,0,0,0
1602601907917236,73,2,0,0,0,8588
1602601907932988,105,1,5753,2659,-14530,0
1602601907932988,29,1,352,-3584,-1872,0
1602601907948294,29,2,256,-288,3904,0
160260190805799,30,1,0,0,0,0
1602601908073541,31,1,0,0,0,0
1602601908073541,30,2,-1776,754,3584,0
1602601908073541,31,2,0,0,0,0
1602601908088892,30,1,0,0,0,0
1602601908088892,31,1,0,0,0,0
1602601908088892,30,2,-1648,834,3856,0
1602601908104784,31,2,0,0,0,0
1602601908104784,73,1,0,0,0,0
1602601908104784,29,1,448,-3584,-1744,0
1602601908120148,30,1,0,0,0,0
1602601908120148,31,1,0,0,0,0
1602601908135996,30,2,-1760,754,3680,0
1602601908135996,31,2,0,0,0,0
1602601908135996,73,1,0,0,0,0
1602601908151378,73,2,0,0,0,8590
1602601908151378,105,1,5767,2592,-14465,0
1602601908167374,29,1,432,-3616,-1760,0
1602601908167374,29,2,224,-192,3872,0
1602601908167374,30,1,0,0,0,0
1602601908182972,31,1,0,0,0,0
1602601908182972,30,2,-1760,850,3840,0
160260190819864,31,2,0,0,0,0
160260190819864,73,1,0,0,0,0
1602601908214217,73,2,0,0,0,8590
1602601908214217,105,1,5636,2859,-14719,0
1602601908229767,29,1,416,-3664,-1824,0
1602601908229767,29,2,224,-208,3952,0
1602601908245109,30,1,0,0,0,0
1602601908245109,31,1,0,0,0,0
1602601908245109,30,2,-1712,706,3712,0
1602601908370426,31,2,0,0,0,0
1602601908370426,73,1,0,0,0,0
1602601908370426,73,2,0,0,0,8590
1602601908385995,105,1,5562,2772,-14923,0
1602601908385995,29,1,496,-3584,-1696,0
1602601908401294,29,2,16,-80,3904,0
1602601908401294,30,1,0,0,0,0
1602601908401294,31,1,0,0,0,0
1602601908417199,30,2,-1760,738,3520,0
1602601908417199,73,1,0,0,0,0
1602601908432566,73,2,0,0,0,8588
1602601908432566,105,1,5605,2688,-14434,0
1602601908432566,29,1,416,-3616,-1696,0
1602601908448451,29,2,336,-240,4176,0
1602601908448451,30,1,0,0,0,0
1602601908463816,31,1,0,0,0,0
1602601908463816,30,2,-1664,802,3952,0
1602601908463816,31,2,0,0,0,0
1602601908479713,73,1,0,0,0,0
1602601908479713,73,2,0,0,0,8588
1602601908479713,105,1,5629,2789,-14338,0
1602601908495048,29,1,448,-3648,-1776,0
1602601908495048,29,2,224,-176,4032,0
1602601908510945,30,1,0,0,0,0
1602601908510945,31,1,0,0,0,0
1602601908510945,30,2,-1744,818,3840,0
1602601908526293,31,2,0,0,0,0
1602601908526293,73,1,0,0,0,0
1602601908542193,73,2,0,0,0,8589
1602601908542193,105,1,5773,2690,-14595,0
1602601908542193,29,1,480,-3568,-1824,0
1602601908557534,29,2,192,-192,3936,0
1602601908573156,30,1,0,0,0,0
1602601908573156,31,1,0,0,0,0
1602601908573156,30,2,-1808,738,3824,0
160260190858905,31,2,0,0,0,0
160260190858905,73,1,0,0,0,0
160260190858905,73,2,0,0,0,8589
1602601908604403,29,2,288,-224,4048,0
1602601908714075,30,1,0,0,0,0
1602601908714075,31,1,0,0,0,0
1602601908729729,30,2,-1648,466,3472,0
1602601908729729,31,2,0,0,0,0
1602601908729729,73,1,0,0,0,0
1602601908745312,29,1,560,-3648,-1696,0
1602601908745312,29,2,192,-224,3920,0
1602601908760948,30,1,0,0,0,0
1602601908760948,31,1,0,0,0,0
1602601908760948,30,2,-1696,818,3840,0
1602601908776448,31,2,0,0,0,0
1602601908776448,73,1,0,0,0,0
1602601908792155,73,2,0,0,0,8588
1602601908792155,105,1,5903,3008,-15119,0
1602601908792155,29,1,496,-3744,-1728,0
1602601908807733,29,2,240,-208,4000,0
1602601908807733,30,1,0,0,0,0
160260190882339,31,1,0,0,0,0
160260190882339,30,2,-1760,802,3760,0
160260190882339,31,2,0,0,0,0
1602601908838993,73,1,0,0,0,0
1602601908838993,73,2,0,0,0,8588
1602601908854644,105,1,5543,2546,-14476,0
1602601908870296,29,1,512,-3680,-1728,0
1602601908870296,29,2,208,-96,3856,0
1602601908885587,30,1,0,0,0,0
1602601908885587,31,1,0,0,0,0
1602601908901281,30,2,-1840,754,3760,0
1602601908901281,31,2,0,0,0,0
1602601908932777,105,1,5620,2733,-14697,0
1602601908932777,29,1,512,-3744,-1680,0
1602601908948334,29,2,144,-112,3904,0
1602601909042114,30,1,0,0,0,0
1602601909042114,31,1,0,0,0,0
1602601909042114,30,2,-1712,786,3792,0
1602601909073362,31,2,0,0,0,0
1602601909073362,73,1,0,0,0,0
1602601909088921,73,2,0,0,0,8586
1602601909088921,105,1,5645,2767,-15090,0
1602601909088921,29,1,480,-3664,-1760,0
1602601909104284,29,2,208,-128,3936,0
1602601909104284,30,1,0,0,0,0
1602601909119899,31,1,0,0,0,0
1602601909119899,30,2,-1792,786,3664,0
1602601909135799,31,2,0,0,0,0
1602601909135799,73,1,0,0,0,0
1602601909135799,73,2,0,0,0,8589
160260190915111,105,1,5621,2712,-14429,0
1602601909182409,29,1,496,-3648,-1728,0
1602601909182409,29,2,128,-144,4048,0
1602601909182409,30,1,0,0,0,0
1602601909198022,31,1,0,0,0,0
1602601909198022,30,2,-1936,674,3712,0
1602601909292064,31,2,0,0,0,0
1602601909307324,73,1,0,0,0,0
1602601909323361,73,2,0,0,0,8589
1602601909323361,105,1,5486,2935,-14630,0
1602601909323361,29,1,480,-3600,-1904,0
1602601909338599,30,2,-1728,786,3760,0
1602601909338599,31,2,0,0,0,0
1602601909354542,73,1,0,0,0,0
1602601909370195,73,2,0,0,0,8586
1602601909370195,105,1,5679,2559,-14499,0
1602601909385736,29,1,464,-3584,-1680,0
1602601909385736,29,2,256,-208,3856,0
160260190940109,30,1,0,0,0,0
160260190940109,31,1,0,0,0,0
1602601909417016,30,2,-1808,866,3584,0
1602601909417016,31,2,0,0,0,0
1602601909432583,73,1,0,0,0,0
1602601909432583,73,2,0,0,0,8586
1602601909447947,105,1,5426,2905,-14614,0
1602601909447947,29,1,384,-3600,-1760,0
1602601909479524,29,2,224,-160,4048,0
1602601909494778,30,1,0,0,0,0
1602601909494778,31,1,0,0,0,0
1602601909541989,30,2,-1824,818,3728,0
1602601909541989,31,2,0,0,0,0
1602601909588803,73,1,0,0,0,0
1602601909588803,73,2,0,0,0,8590
1602601909604461,105,1,5668,2682,-14583,0
1602601909620071,29,1,496,-3616,-1680,0
1602601909620071,29,2,224,-112,3968,0
1602601909635614,30,1,0,0,0,0
1602601909635614,31,1,0,0,0,0
1602601909651035,30,2,-1744,802,3776,0
1602601909682627,31,2,0,0,0,0
1602601909682627,73,1,0,0,0,0
1602601909682627,73,2,0,0,0,8590
1602601909697889,105,1,5465,2714,-14290,0
1602601909697889,29,1,464,-3632,-1840,0
1602601909697889,29,2,288,-160,3984,0
1602601909713806,30,1,0,0,0,0
1602601909713806,31,1,0,0,0,0
1602601909729098,30,2,-1824,754,3728,0
1602601909729098,31,2,0,0,0,0
1602601909729098,73,1,0,0,0,0
1602601909744985,73,2,0,0,0,8590
1602601909744985,105,1,5472,2725,-14631,0
1602601909760669,29,1,400,-3648,-1888,0
1602601909760669,29,2,208,-192,4064,0
1602601909776013,30,1,0,0,0,0
1602601909776013,31,1,0,0,0,0
1602601909776013,30,2,-1776,706,3536,0
1602601909791875,31,2,0,0,0,0
1602601909791875,73,1,0,0,0,0
160260190980724,73,2,0,0,0,8590
1602601909916917,105,1,5689,2851,-14879,0
1602601909916917,29,1,528,-3616,-1680,0
1602601909932207,29,2,288,-144,4032,0
1602601909932207,30,1,0,0,0,0
1602601909932207,31,1,0,0,0,0
1602601909948179,30,2,-1792,770,3728,0
1602601909948179,31,2,0,0,0,0
1602601909963453,73,1,0,0,0,0
1602601909963453,73,2,0,0,0,8589
1602601909963453,105,1,5538,2650,-14576,0
1602601909979362,29,1,464,-3632,-1776,0
1602601909979362,29,2,208,-80,4048,0
1602601909994698,30,1,0,0,0,0
1602601909994698,31,1,0,0,0,0
1602601909994698,30,2,-1760,850,3648,0
1602601910010618,31,2,0,0,0,0
1602601910010618,73,1,0,0,0,0
1602601910025937,73,2,0,0,0,8589
1602601910025937,105,1,5444,2883,-14519,0
1602601910025937,29,1,416,-3616,-1856,0
1602601910041844,29,2,240,-64,3984,0
1602601910041844,31,2,0,0,0,0
1602601910057313,73,1,0,0,0,0
1602601910057313,73,2,0,0,0,8589
1602601910057313,105,1,5688,2771,-14509,0
1602601910073083,29,1,464,-3632,-1856,0
1602601910073083,29,2,208,-176,4000,0
1602601910088421,30,1,0,0,0,0
1602601910088421,31,1,0,0,0,0
1602601910088421,30,2,-1744,850,3744,0
1602601910120108,31,2,0,0,0,0
1602601910120108,73,1,0,0,0,0
1602601910120108,73,2,0,0,0,8589
1602601910135298,105,1,5510,2819,-14495,0
1602601910135298,29,1,448,-3616,-1776,0
160260191015091,29,2,208,-160,3936,0
160260191022935,30,1,0,0,0,0
160260191024465,31,1,0,0,0,0
160260191024465,30,2,-1840,802,3840,0
1602601910260542,31,2,0,0,0,0
16026019102761,73,1,0,0,0,0
16026019102761,73,2,0,0,0,8589
16026019102761,105,1,5421,2743,-14937,0
1602601910291512,29,1,496,-3568,-1776,0
1602601910291512,29,2,304,-256,3968,0
1602601910307331,30,1,0,0,0,0
1602601910307331,31,1,0,0,0,0
1602601910307331,30,2,-1808,754,3648,0
1602601910323013,31,2,0,0,0,0
1602601910323013,73,1,0,0,0,0
1602601910323013,31,1,0,0,0,0
1602601910338334,30,2,-1728,866,3824,0
1602601910338334,31,2,0,0,0,0
1602601910338334,29,2,128,-176,3984,0
1602601910369927,30,1,0,0,0,0
1602601910369927,31,1,0,0,0,0
1602601910385506,31,2,0,0,0,0
1602601910385506,73,1,0,0,0,0
1602601910385506,73,2,0,0,0,8587
1602601910385506,105,1,5631,2658,-14711,0
1602601910400856,29,1,496,-3584,-1856,0
1602601910432059,29,2,256,-208,4064,0
1602601910432059,30,1,0,0,0,0
1602601910432059,31,1,0,0,0,0
1602601910447986,30,2,-1776,786,3600,0
160260191055735,31,2,0,0,0,0
1602601910572693,73,1,0,0,0,0
1602601910572693,73,2,0,0,0,8590
1602601910572693,105,1,5721,2716,-15032,0
1602601910588526,29,1,464,-3664,-1792,0
1602601910588526,29,2,208,-144,3968,0
1602601910603892,30,1,0,0,0,0
1602601910635501,31,1,0,0,0,0
1602601910650789,30,2,-1760,722,3712,0
1602601910650789,73,2,0,0,0,8587
1602601910666702,29,1,448,-3616,-1744,0
1602601910666702,29,2,160,-176,3984,0
1602601910666702,30,1,0,0,0,0
1602601910682417,31,1,0,0,0,0
1602601910682417,30,2,-1760,530,3696,0
1602601910697652,31,2,0,0,0,0
1602601910697652,73,1,0,0,0,0
1602601910713672,29,1,528,-3616,-1856,0
1602601910713672,29,2,304,-112,4144,0
1602601910728895,30,1,0,0,0,0
1602601910728895,31,1,0,0,0,0
1602601910728895,30,2,-1728,770,3568,0
160260191074483,31,2,0,0,0,0
160260191074483,73,1,0,0,0,0
160260191074483,73,2,0,0,0,8588
1602601910854137,105,1,5730,2728,-15183,0
1602601910869685,29,1,416,-3616,-1920,0
1602601910869685,29,2,256,-112,4016,0
1602601910869685,30,1,0,0,0,0
1602601910885074,73,1,0,0,0,0
1602601910885074,73,2,0,0,0,8589
1602601910885074,105,1,5533,2627,-14831,0
1602601910901101,73,1,0,0,0,0
1602601910916743,73,2,0,0,0,8589
1602601910916743,29,2,208,-256,3968,0
1602601910931976,30,1,0,0,0,0
1602601910931976,31,1,0,0,0,0
1602601910931976,29,2,256,-112,4016,0
1602601910947868,30,1,0,0,0,0
1602601910947868,31,1,0,0,0,0
1602601910963527,30,2,-1904,866,3664,0
1602601910963527,31,2,0,0,0,0
1602601910979132,30,2,-1680,642,3616,0
1602601910979132,31,2,0,0,0,0
1602601910979132,73,1,0,0,0,0
1602601910994713,73,2,0,0,0,8588
1602601910994713,105,1,5456,2821,-14315,0
1602601911010372,29,1,512,-3600,-1632,0
1602601911010372,29,2,208,-144,3840,0
1602601911025669,30,1,0,0,0,0
1602601911025669,31,1,0,0,0,0
1602601911025669,30,2,-1904,818,3728,0
1602601911041606,31,2,0,0,0,0
1602601911041606,73,1,0,0,0,0
1602601911056913,73,2,0,0,0,8589
1602601911056913,105,1,5408,2797,-14308,0
1602601911056913,29,1,448,-3584,-1744,0
1602601911072836,29,2,336,-128,4112,0
1602601911072836,30,1,0,0,0,0
1602601911072836,31,1,0,0,0,0
1602601911088189,30,2,-1600,786,4000,0
1602601911088189,31,2,0,0,0,0
1602601911104055,73,1,0,0,0,0
16026019111663,105,1,5535,2746,-14497,0
16026019111663,29,1,464,-3536,-1776,0
16026019111663,29,2,192,-144,4096,0
1602601911182183,30,1,0,0,0,0
1602601911182183,31,1,0,0,0,0
1602601911182183,30,2,-1744,866,3632,0
160260191119775,31,2,0,0,0,0
160260191119775,73,1,0,0,0,0
1602601911228949,73,2,0,0,0,8588
1602601911228949,105,1,5603,2734,-14691,0
1602601911228949,29,1,528,-3648,-1696,0
1602601911244724,29,2,160,-176,3936,0
1602601911244724,30,1,0,0,0,0
1602601911260343,31,1,0,0,0,0
1602601911275609,30,2,-1888,690,3712,0
1602601911275609,31,2,0,0,0,0
1602601911275609,73,1,0,0,0,0
1602601911291533,73,2,0,0,0,8588
1602601911291533,105,1,5501,2707,-14900,0
1602601911306887,29,1,416,-3600,-1712,0
1602601911322523,29,2,208,-176,4096,0
1602601911322523,30,1,0,0,0,0
1602601911322523,31,1,0,0,0,0
160260191133838,30,2,-1760,754,3696,0
160260191133838,31,2,0,0,0,0
1602601911353755,73,1,0,0,0,0
160260191139181,73,2,0,0,0,8588
160260191139181,105,1,5640,2841,-14637,0
160260191139181,29,1,480,-3632,-1728,0
1602601911439044,29,2,240,-192,4000,0
1602601911439044,30,1,0,0,0,0
1602601911439044,31,1,0,0,0,0
160260191147038,30,2,-1728,754,3664,0
160260191147038,31,2,0,0,0,0
160260191147038,73,1,0,0,0,0
1602601911485594,73,2,0,0,0,8592
1602601911485594,105,1,5760,2762,-14804,0
1602601911501486,29,1,464,-3648,-1872,0
1602601911501486,29,2,240,-160,4032,0
1602601911532756,30,1,0,0,0,0
1602601911532756,31,1,0,0,0,0
1602601911548035,30,2,-1888,770,3792,0
1602601911548035,31,2,0,0,0,0
1602601911563992,73,1,0,0,0,0
1602601911579587,73,2,0,0,0,8588
1602601911579587,105,1,5472,2659,-14415,0
1602601911579587,29,1,448,-3584,-1776,0
1602601911594932,29,2,224,-144,4064,0
1602601911594932,30,1,0,0,0,0
1602601911626516,31,1,0,0,0,0
1602601911642045,30,2,-1840,802,3808,0
1602601911642045,31,2,0,0,0,0
1602601911657424,73,1,0,0,0,0
1602601911688985,73,2,0,0,0,8589
1602601911767102,29,1,496,-3680,-1712,0
1602601911767102,29,2,336,-272,4080,0
1602601911782386,30,1,0,0,0,0
1602601911782386,31,1,0,0,0,0
1602601911798292,30,2,-1776,754,3792,0
1602601911798292,31,2,0,0,0,0
1602601911829253,73,1,0,0,0,0
1602601911829253,73,2,0,0,0,8587
1602601911845121,105,1,5737,2679,-14788,0
1602601911845121,29,1,496,-3664,-1648,0
1602601911860462,29,2,208,-144,4000,0
1602601911860462,105,1,5580,2729,-14583,0
1602601911860462,29,1,448,-3584,-1888,0
1602601911876364,29,2,208,-256,3952,0
1602601911876364,30,1,0,0,0,0
1602601911891745,31,1,0,0,0,0
1602601911891745,30,2,-1728,850,3824,0
1602601911891745,31,2,0,0,0,0
1602601911907617,105,1,5600,2982,-14707,0
1602601911907617,29,1,400,-3616,-1824,0
1602601911922983,29,2,192,-160,3968,0
1602601911922983,30,1,0,0,0,0
1602601911922983,31,1,0,0,0,0
1602601911938585,30,2,-1840,850,3664,0
1602601911938585,31,2,0,0,0,0
1602601911938585,73,1,0,0,0,0
1602601911954478,73,2,0,0,0,8587
1602601912063849,105,1,5671,2520,-15033,0
1602601912063849,29,1,432,-3648,-1696,0
1602601912079209,29,2,224,-256,3952,0
1602601912079209,30,1,0,0,0,0
1602601912095081,31,1,0,0,0,0
1602601912095081,30,2,-1760,738,3600,0
1602601912095081,31,2,0,0,0,0
1602601912110451,73,1,0,0,0,0
1602601912110451,73,2,0,0,0,8587
1602601912126331,73,2,0,0,0,8586
1602601912126331,31,2,0,0,0,0
1602601912126331,73,1,0,0,0,0
1602601912141697,73,2,0,0,0,8587
1602601912141697,105,1,5384,2639,-14758,0
1602601912141697,29,1,528,-3632,-1776,0
1602601912157567,29,2,96,-112,4016,0
1602601912157567,30,1,0,0,0,0
1602601912172935,73,1,0,0,0,0
1602601912172935,73,2,0,0,0,8587
1602601912172935,105,1,5648,2640,-14550,0
1602601912188827,29,1,512,-3568,-1920,0
1602601912188827,29,2,256,-208,3904,0
1602601912188827,30,1,0,0,0,0
1602601912204525,31,1,0,0,0,0
1602601912204525,31,2,0,0,0,0
1602601912219791,73,1,0,0,0,0
1602601912219791,73,2,0,0,0,8587
1602601912235786,105,1,5487,2839,-14616,0
1602601912235786,29,1,432,-3584,-1856,0
1602601912235786,29,2,288,-240,4096,0
1602601912251032,30,1,0,0,0,0
1602601912266654,31,1,0,0,0,0
1602601912266654,30,2,-1792,786,3680,0
1602601912283024,31,2,0,0,0,0
1602601912283024,73,1,0,0,0,0
1602601912297966,73,2,0,0,0,8591
1602601912297966,105,1,5456,2741,-14783,0
1602601912345058,29,1,512,-3568,-1808,0
1602601912407574,29,2,176,-160,4096,0
160260191242303,30,1,0,0,0,0
160260191242303,31,1,0,0,0,0
1602601912438481,30,2,-1728,850,3808,0
1602601912438481,31,2,0,0,0,0
1602601912438481,73,1,0,0,0,0
1602601912454366,73,2,0,0,0,8591
1602601912454366,105,1,5595,2921,-14711,0
1602601912470008,29,1,448,-3648,-1808,0
1602601912470008,29,1,480,-3648,-1712,0
1602601912470008,29,2,272,-160,4016,0
1602601912485361,30,1,0,0,0,0
1602601912485361,31,1,0,0,0,0
1602601912501237,30,2,-1808,818,3760,0
1602601912501237,31,2,0,0,0,0
1602601912517019,73,1,0,0,0,0
1602601912517019,30,2,-1712,738,3776,0
1602601912532457,31,2,0,0,0,0
1602601912532457,73,1,0,0,0,0
16026019125482,73,2,0,0,0,8588
16026019125482,105,1,5595,3035,-14222,0
1602601912657524,29,1,480,-3552,-1920,0
1602601912673068,73,1,0,0,0,0
1602601912673068,73,2,0,0,0,8588
1602601912688428,105,1,5595,2593,-14246,0
1602601912688428,29,1,464,-3632,-1824,0
1602601912704321,29,2,96,-144,4016,0
1602601912704321,30,1,0,0,0,0
1602601912704321,31,1,0,0,0,0
1602601912719671,30,1,0,0,0,0
1602601912719671,31,1,0,0,0,0
1602601912719671,30,2,-1696,754,3728,0
1602601912735556,31,2,0,0,0,0
1602601912735556,73,1,0,0,0,0
1602601912735556,73,2,0,0,0,8590
1602601912750914,30,1,0,0,0,0
1602601912750914,31,1,0,0,0,0
1602601912766813,30,2,-1744,722,3712,0
1602601912766813,30,1,0,0,0,0
1602601912766813,31,1,0,0,0,0
160260191278216,30,2,-1728,834,3728,0
160260191278216,73,1,0,0,0,0
1602601912798059,73,2,0,0,0,8588
1602601912798059,105,1,5671,2670,-14587,0
1602601912798059,29,1,400,-3568,-1776,0
1602601912813767,29,2,208,-192,3968,0
1602601912813767,30,1,0,0,0,0
1602601912829404,31,1,0,0,0,0
1602601912829404,29,1,464,-3568,-1776,0
1602601912829404,29,2,256,-192,4016,0
1602601912844945,30,1,0,0,0,0
1602601912844945,31,1,0,0,0,0
1602601912844945,105,1,5634,2916,-14791,0
1602601912860594,29,1,464,-3616,-1920,0
1602601912876178,29,2,144,-192,4000,0
1602601912876178,30,1,0,0,0,0
1602601912876178,31,1,0,0,0,0
1602601912876178,30,2,-1824,786,3632,0
1602601912891692,31,2,0,0,0,0
1602601912891692,73,1,0,0,0,0
1602601913016795,73,2,0,0,0,8586
1602601913016795,105,1,5375,2898,-14727,0
1602601913016795,105,1,5679,2930,-14968,0
1602601913032114,29,2,288,-144,4032,0
1602601913032114,30,1,0,0,0,0
160260191304768,31,1,0,0,0,0
